Gender,Annual Income,Company,Model,Transmission,Color,Price ($),Body Style,Dealer_Region
Male,880000,Mitsubishi,3000GT,Manual,Pale White,24000,Sedan,Austin
Male,925000,Dodge,Ram Wagon,Auto,Black,22000,Passenger,Janesville
Male,480000,Volkswagen,GTI,Manual,Black,25000,SUV,Aurora
Female,1835000,Plymouth,Neon,Manual,Pale White,22500,SUV,Greenville
Male,13500,Jeep,Wrangler,Auto,Pale White,19000,Hatchback,Pasco
Female,13500,Plymouth,Neon,Auto,Pale White,27000,SUV,Janesville
Male,13500,Lexus,LS400,Auto,Pale White,18000,Sedan,Scottsdale
Female,13500,Plymouth,Voyager,Manual,Black,75000,Passenger,Austin
Male,1635000,Plymouth,Prowler,Manual,Pale White,71500,Hatchback,Middletown
Male,1705000,Saturn,SC,Manual,Pale White,61500,Hatchback,Aurora
Male,1005000,Mitsubishi,Diamante,Auto,Pale White,21500,Hatchback,Greenville
Male,920000,Lexus,LS400,Manual,Pale White,25000,Sedan,Aurora
Female,840000,Mercedes-B,CL500,Manual,Pale White,29000,SUV,Greenville
Male,728000,Lexus,GS400,Auto,Black,12000,Hatchback,Pasco
Male,980000,Dodge,Caravan,Auto,Black,23000,Hardtop,Greenville
Male,1900000,Mitsubishi,Diamante,Manual,Pale White,19000,Hatchback,Scottsdale
Male,1325000,Pontiac,Bonneville,Auto,Pale White,19500,Hatchback,Austin
Male,1200000,Mitsubishi,Diamante,Auto,Pale White,21000,Hatchback,Middletown
Male,13500,Nissan,Frontier,Manual,Pale White,20000,Hatchback,Aurora
Male,610000,Mitsubishi,Montero Sport,Manual,Pale White,29001,Hardtop,Austin
Male,1415000,Audi,A6,Manual,Black,25500,SUV,Janesville
Male,685000,Dodge,Caravan,Auto,Pale White,19000,Hardtop,Scottsdale
Female,637000,Acura,RL,Auto,Black,24000,SUV,Austin
Female,570000,Dodge,Ram Pickup,Manual,Pale White,20000,Hardtop,Aurora
Male,926000,Buick,Regal,Auto,Black,19000,Passenger,Aurora
Male,610000,Oldsmobile,Intrigue,Manual,Pale White,37000,SUV,Greenville
Female,700000,Mercedes-B,SLK,Manual,Pale White,17000,Passenger,Pasco
Male,1525000,Buick,Park Avenue,Manual,Black,29500,Hatchback,Janesville
Male,1900000,Lexus,LS400,Auto,Pale White,46000,Sedan,Scottsdale
Female,960000,Acura,Integra,Auto,Black,45000,Passenger,Scottsdale
Male,720000,Ford,Mustang,Manual,Pale White,25000,Hatchback,Austin
Male,13500,Ford,Ranger,Manual,Black,25000,Hardtop,Janesville
Male,715000,Chevrolet,Cavalier,Manual,Pale White,14000,SUV,Austin
Male,852000,Mercedes-B,SLK,Auto,Pale White,19000,Passenger,Pasco
Male,690000,Chevrolet,Lumina,Manual,Pale White,12000,Passenger,Janesville
Male,1030000,Acura,RL,Manual,Pale White,17000,SUV,Pasco
Male,3200000,Chrysler,LHS,Auto,Black,26000,Hatchback,Janesville
Male,13500,Toyota,Sienna,Manual,Black,27000,Passenger,Austin
Male,13500,Jeep,Wrangler,Auto,Pale White,19000,Hatchback,Middletown
Male,785000,Mitsubishi,Montero Sport,Manual,Pale White,29000,SUV,Middletown
Male,725000,Mercedes-B,C-Class,Auto,Black,14000,Hatchback,Aurora
Male,450000,Cadillac,Eldorado,Auto,Black,60000,Passenger,Greenville
Male,515000,Porsche,Boxter,Manual,Pale White,14000,SUV,Pasco
Male,840500,Dodge,Avenger,Auto,Pale White,22500,Passenger,Middletown
Male,810000,Mitsubishi,Diamante,Manual,Black,22000,Hatchback,Aurora
Male,1600000,Volvo,C70,Manual,Pale White,24000,Hatchback,Greenville
Male,1325000,Honda,Accord,Manual,Black,43500,Sedan,Pasco
Male,13500,Toyota,Camry,Manual,Black,29000,Hatchback,Scottsdale
Male,13500,Pontiac,Grand Prix,Auto,Pale White,42000,Passenger,Austin
Male,2120000,Jeep,Grand Cherokee,Manual,Black,19000,SUV,Middletown
Male,405000,Toyota,Celica,Manual,Pale White,14000,SUV,Aurora
Female,1450000,Lincoln,Continental,Manual,Black,18000,Passenger,Scottsdale
Male,550000,Nissan,Xterra,Auto,Black,9000,Passenger,Austin
Male,380000,Mercedes-B,SL-Class,Manual,Pale White,26000,Hardtop,Janesville
Male,2830000,Ford,F-Series,Manual,Pale White,13000,Passenger,Scottsdale
Male,13500,Porsche,Boxter,Manual,Pale White,24000,SUV,Aurora
Male,454000,Mercedes-B,SLK,Auto,Pale White,46000,Passenger,Greenville
Male,562000,Mercury,Sable,Auto,Pale White,39000,Sedan,Pasco
Male,1000000,Acura,TL,Auto,Pale White,24000,Hatchback,Janesville
Female,680000,Pontiac,Grand Prix,Auto,Pale White,19000,Passenger,Janesville
Male,530000,Mercury,Villager,Auto,Black,28001,Passenger,Scottsdale
Male,895000,Oldsmobile,Silhouette,Auto,Black,60001,Sedan,Austin
Female,600000,Mercury,Cougar,Manual,Pale White,22001,Hatchback,Middletown
Male,805000,BMW,323i,Auto,Pale White,22001,Hatchback,Aurora
Male,3150000,Plymouth,Neon,Manual,Pale White,22000,SUV,Janesville
Male,1285000,Mitsubishi,Diamante,Auto,Pale White,21500,Hatchback,Scottsdale
Male,685000,Toyota,4Runner,Manual,Black,25000,Sedan,Austin
Male,878000,Mercedes-B,S-Class,Manual,Black,85000,SUV,Middletown
Male,957000,Mitsubishi,3000GT,Manual,Pale White,21000,Sedan,Aurora
Male,2100000,Acura,RL,Auto,Black,24000,SUV,Greenville
Male,13500,Audi,A8,Manual,Black,44000,Passenger,Pasco
Male,1435000,Cadillac,Eldorado,Manual,Pale White,31500,Passenger,Janesville
Male,1020000,Mercedes-B,SLK,Auto,Pale White,46000,Passenger,Scottsdale
Male,1041000,Ford,F-Series,Manual,Black,22100,Passenger,Austin
Male,2260000,Jeep,Grand Cherokee,Manual,Pale White,21000,SUV,Austin
Male,13500,Honda,Accord,Manual,Pale White,14000,Sedan,Middletown
Female,13500,BMW,328i,Auto,Black,18000,Sedan,Aurora
Male,2060000,Volkswagen,Cabrio,Auto,Black,16000,Sedan,Greenville
Male,1650000,Pontiac,Sunfire,Auto,Black,18000,Sedan,Pasco
Female,985000,Volvo,C70,Manual,Black,36000,Hatchback,Scottsdale
Male,820000,Mercedes-B,S-Class,Auto,Pale White,10000,SUV,Austin
Female,591000,Mitsubishi,Montero Sport,Auto,Black,45000,Hardtop,Pasco
Male,800000,Oldsmobile,Intrigue,Auto,Pale White,45000,SUV,Aurora
Male,1501000,Dodge,Dakota,Auto,Pale White,21100,Sedan,Greenville
Female,760000,Acura,TL,Auto,Black,28001,Hatchback,Greenville
Female,1200000,Volkswagen,GTI,Auto,Pale White,25000,SUV,Greenville
Male,565000,Chrysler,300M,Auto,Black,26000,SUV,Middletown
Male,13500,Oldsmobile,Silhouette,Manual,Pale White,15000,Sedan,Janesville
Male,13500,Infiniti,I30,Auto,Black,21000,Hardtop,Greenville
Male,752000,Lexus,GS400,Auto,Pale White,31001,Hatchback,Pasco
Female,580000,Jeep,Grand Cherokee,Manual,Pale White,21001,SUV,Janesville
Female,725000,Mercedes-B,CL500,Manual,Black,22001,SUV,Scottsdale
Female,758000,Volkswagen,Jetta,Auto,Pale White,38000,Passenger,Austin
Male,440000,Chrysler,300M,Auto,Black,26000,SUV,Janesville
Female,970000,Mercury,Mystique,Auto,Pale White,29000,Passenger,Scottsdale
Male,755000,Lexus,GS400,Auto,Pale White,31000,Hatchback,Austin
Female,13500,Nissan,Altima,Auto,Pale White,21000,Hatchback,Pasco
Female,862000,Ford,Contour,Auto,Pale White,62000,Sedan,Janesville
Male,1236000,Mitsubishi,Galant,Auto,Pale White,36600,Passenger,Scottsdale
Male,13500,Ford,Crown Victoria,Manual,Pale White,20000,Passenger,Austin
Male,1750000,Nissan,Frontier,Manual,Black,53000,Hatchback,Middletown
Male,1005000,Mitsubishi,Eclipse,Auto,Black,27500,Hardtop,Middletown
Male,2010000,Acura,RL,Manual,Pale White,31000,SUV,Greenville
Male,2250000,Plymouth,Neon,Auto,Pale White,27000,SUV,Aurora
Male,900000,Chevrolet,Monte Carlo,Manual,Black,44000,Hatchback,Greenville
Female,800000,Lincoln,Navigator,Auto,Black,19000,Sedan,Pasco
Female,1135000,Mitsubishi,Montero Sport,Auto,Pale White,53500,Hatchback,Janesville
Male,1490000,Oldsmobile,Intrigue,Auto,Pale White,45000,SUV,Scottsdale
Male,13500,Pontiac,Bonneville,Auto,Pale White,20000,Hatchback,Austin
Male,1230000,Ford,Windstar,Auto,Pale White,19000,Sedan,Middletown
Male,1650000,Volkswagen,GTI,Auto,Pale White,25000,SUV,Scottsdale
Male,13500,Plymouth,Prowler,Manual,Pale White,16000,Hatchback,Austin
Male,685000,Chrysler,Concorde,Auto,Pale White,42000,Hardtop,Aurora
Male,561000,Mercedes-B,SLK230,Auto,Black,33000,Hatchback,Aurora
Male,13500,Ford,Expedition,Auto,Black,26000,SUV,Greenville
Female,830000,Dodge,Durango,Auto,Black,19000,SUV,Pasco
Male,424000,Cadillac,Eldorado,Manual,Pale White,31000,Passenger,Janesville
Male,1663000,Subaru,Outback,Manual,Pale White,49300,SUV,Janesville
Male,1415000,Subaru,Forester,Manual,Pale White,17500,Hardtop,Austin
Male,13500,Volvo,S80,Manual,Pale White,25000,Sedan,Austin
Male,660000,Oldsmobile,Intrigue,Auto,Pale White,45000,SUV,Janesville
Male,13500,Volkswagen,GTI,Manual,Black,25000,SUV,Scottsdale
Male,13500,Chevrolet,Monte Carlo,Manual,Pale White,17000,Hatchback,Austin
Female,663500,Mercedes-B,S-Class,Manual,Pale White,21500,SUV,Middletown
Female,985000,Ford,Expedition,Auto,Black,26001,SUV,Middletown
Male,700000,Subaru,Forester,Auto,Black,22001,SUV,Aurora
Female,509500,Saab,3-Sep,Auto,Black,23501,Sedan,Greenville
Male,830000,Saturn,SC,Manual,Pale White,61000,SUV,Pasco
Male,462500,Saturn,LW,Manual,Pale White,13500,Hatchback,Janesville
Male,670000,Dodge,Durango,Auto,Black,24000,SUV,Scottsdale
Male,675000,Mitsubishi,3000GT,Manual,Pale White,24000,Sedan,Austin
Male,1042000,Chevrolet,Monte Carlo,Auto,Pale White,21200,Hatchback,Middletown
Male,1560000,Mercury,Mountaineer,Auto,Pale White,21000,Hardtop,Greenville
Male,830000,Saturn,SC,Auto,Black,33000,Hardtop,Austin
Female,1480000,Mercedes-B,S-Class,Manual,Pale White,21000,SUV,Scottsdale
Male,1682000,BMW,323i,Auto,Black,9200,Hatchback,Austin
Male,13500,Mercury,Grand Marquis,Manual,Pale White,16000,SUV,Middletown
Male,13500,BMW,528i,Manual,Pale White,29000,SUV,Aurora
Male,13500,Mitsubishi,Galant,Auto,Pale White,36000,Passenger,Greenville
Male,13500,BMW,528i,Auto,Pale White,62000,SUV,Pasco
Male,1050000,Jeep,Cherokee,Auto,Pale White,14000,Sedan,Aurora
Female,13500,Volkswagen,Passat,Manual,Pale White,12000,Hatchback,Greenville
Male,1005000,Porsche,Carrera Coupe,Manual,Pale White,26500,Hatchback,Pasco
Male,1316500,Chrysler,300M,Auto,Pale White,22650,SUV,Janesville
Female,1045000,Dodge,Ram Pickup,Auto,Pale White,57500,Hatchback,Austin
Male,1495000,Mercedes-B,C-Class,Auto,Pale White,15500,Hatchback,Austin
Male,1126000,Mercury,Sable,Auto,Pale White,39600,Sedan,Janesville
Female,1320000,Oldsmobile,Silhouette,Manual,Pale White,25000,Sedan,Scottsdale
Male,1750000,Toyota,Celica,Manual,Pale White,14000,SUV,Scottsdale
Female,995000,Acura,TL,Auto,Pale White,24000,Hatchback,Austin
Male,1320000,Mitsubishi,Diamante,Manual,Pale White,12000,Hatchback,Middletown
Male,350000,Toyota,Corolla,Manual,Pale White,14000,Passenger,Aurora
Male,1250000,Volvo,S40,Auto,Pale White,42000,Sedan,Greenville
Male,1275000,Audi,A4,Manual,Pale White,12500,Hardtop,Janesville
Male,975000,Buick,Park Avenue,Auto,Black,61000,Hatchback,Janesville
Male,13500,Chrysler,Concorde,Auto,Pale White,46000,Hardtop,Austin
Male,1631000,Cadillac,Catera,Auto,Pale White,28100,Hatchback,Aurora
Female,1260000,Infiniti,I30,Manual,Pale White,22000,Hardtop,Austin
Male,2450000,Mercury,Grand Marquis,Manual,Black,49000,SUV,Pasco
Male,399000,BMW,528i,Manual,Pale White,14000,SUV,Janesville
Male,1240000,Volvo,S80,Manual,Pale White,21000,Sedan,Scottsdale
Female,727500,BMW,323i,Auto,Black,9500,Hatchback,Austin
Male,13500,Plymouth,Voyager,Manual,Pale White,20000,Passenger,Middletown
Female,965000,Volvo,V70,Auto,Black,39000,Passenger,Aurora
Male,910000,Dodge,Durango,Manual,Black,22000,SUV,Aurora
Male,773000,Lexus,GS400,Auto,Pale White,31000,Hatchback,Greenville
Female,715000,BMW,528i,Manual,Pale White,29000,SUV,Pasco
Male,13500,Oldsmobile,Cutlass,Auto,Pale White,15000,Sedan,Janesville
Male,13500,Plymouth,Voyager,Manual,Pale White,20000,Passenger,Scottsdale
Male,915000,Pontiac,Grand Prix,Auto,Pale White,19000,Passenger,Austin
Male,822000,Porsche,Carrera Coupe,Auto,Pale White,22000,Hatchback,Austin
Male,770000,Lexus,GS400,Auto,Black,12000,Hatchback,Middletown
Female,13500,Toyota,Corolla,Manual,Pale White,14000,Passenger,Aurora
Female,494000,Saturn,SW,Auto,Pale White,25000,Passenger,Austin
Male,580000,Volvo,C70,Manual,Black,17000,Hatchback,Middletown
Male,825000,Plymouth,Breeze,Auto,Pale White,39000,Hardtop,Greenville
Female,2530000,Chrysler,Sebring Coupe,Auto,Pale White,19000,Sedan,Greenville
Female,1930000,Nissan,Pathfinder,Manual,Pale White,16000,Hatchback,Pasco
Male,840000,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Janesville
Male,810000,Chevrolet,Camaro,Auto,Black,41000,Sedan,Janesville
Male,715000,Cadillac,Escalade,Auto,Black,26000,Sedan,Scottsdale
Male,790000,Volkswagen,Passat,Auto,Black,9000,Hatchback,Austin
Male,781000,Toyota,Celica,Manual,Pale White,14000,SUV,Middletown
Male,1627000,Porsche,Carrera Coupe,Manual,Black,16700,Hardtop,Aurora
Male,13500,Dodge,Ram Van,Auto,Pale White,15000,Hatchback,Greenville
Male,13500,Volkswagen,Passat,Manual,Pale White,27000,Hatchback,Greenville
Male,13500,Ford,Expedition,Auto,Black,41000,SUV,Pasco
Female,13500,Dodge,Durango,Manual,Pale White,31000,SUV,Janesville
Male,1160000,Cadillac,DeVille,Auto,Pale White,22000,SUV,Greenville
Male,325000,Jaguar,S-Type,Manual,Pale White,45000,Passenger,Pasco
Male,745000,Nissan,Pathfinder,Auto,Pale White,21000,Hardtop,Middletown
Male,560000,Mitsubishi,Diamante,Manual,Black,49000,Hatchback,Scottsdale
Female,13500,Lexus,LS400,Manual,Pale White,54000,Sedan,Austin
Male,900000,Chevrolet,Monte Carlo,Auto,Pale White,21000,Hatchback,Middletown
Female,460000,Hyundai,Sonata,Manual,Black,20000,SUV,Middletown
Male,540000,Mercedes-B,SL-Class,Manual,Pale White,17000,SUV,Aurora
Male,875000,Jaguar,S-Type,Auto,Black,27000,Passenger,Pasco
Female,13500,Cadillac,DeVille,Auto,Pale White,22000,SUV,Janesville
Male,13500,Mitsubishi,Diamante,Manual,Pale White,12000,Hatchback,Scottsdale
Male,890000,Chevrolet,Corvette,Auto,Pale White,25000,SUV,Austin
Male,2350000,Ford,Contour,Auto,Pale White,62000,Sedan,Scottsdale
Male,13500,Volkswagen,Jetta,Auto,Black,22000,Passenger,Austin
Female,680500,BMW,328i,Manual,Black,69500,Sedan,Aurora
Male,902000,Toyota,Tacoma,Manual,Black,36000,Hatchback,Greenville
Male,825000,Lincoln,Continental,Manual,Black,18001,Passenger,Greenville
Male,685000,Ford,Focus,Manual,Pale White,17000,SUV,Pasco
Male,1300000,Lincoln,Navigator,Manual,Pale White,33000,Sedan,Scottsdale
Female,595000,Chrysler,Sebring Coupe,Manual,Black,12000,Sedan,Austin
Female,1190000,Cadillac,Seville,Manual,Pale White,22000,Hatchback,Middletown
Female,1100000,Dodge,Caravan,Auto,Pale White,19000,Hatchback,Aurora
Male,13500,Infiniti,I30,Auto,Black,21000,Hardtop,Austin
Male,752000,Volvo,S70,Auto,Pale White,20000,Hardtop,Pasco
Male,825000,Ford,Mustang,Auto,Pale White,22000,Hatchback,Pasco
Female,801000,Chevrolet,Metro,Auto,Pale White,12000,Passenger,Janesville
Female,445000,Pontiac,Bonneville,Auto,Pale White,20000,Hatchback,Janesville
Male,1430000,Dodge,Durango,Auto,Black,19000,SUV,Janesville
Male,765000,Saturn,SC,Manual,Pale White,61000,Hatchback,Greenville
Male,760000,BMW,328i,Auto,Black,16000,Sedan,Greenville
Male,668500,Acura,Integra,Auto,Black,45500,Passenger,Scottsdale
Male,805000,Toyota,Camry,Auto,Pale White,31000,Hatchback,Scottsdale
Male,510000,Lexus,LS400,Auto,Pale White,27000,Sedan,Austin
Male,1006000,Chevrolet,Prizm,Auto,Pale White,15601,Hardtop,Pasco
Male,480000,Chevrolet,Corvette,Auto,Pale White,45000,SUV,Austin
Female,860000,Mitsubishi,Montero Sport,Auto,Pale White,53000,Hatchback,Pasco
Female,835000,Volkswagen,Cabrio,Auto,Pale White,17000,Sedan,Janesville
Male,815000,Subaru,Outback,Auto,Pale White,57000,SUV,Pasco
Male,505000,Buick,Park Avenue,Auto,Pale White,62000,Hatchback,Janesville
Male,1165000,Chrysler,Concorde,Auto,Pale White,42500,Hatchback,Austin
Female,390000,Dodge,Intrepid,Manual,Black,11000,Sedan,Middletown
Male,612000,Chevrolet,Lumina,Manual,Pale White,26000,Passenger,Middletown
Male,662000,Mercedes-B,CLK Coupe,Auto,Pale White,22000,Sedan,Aurora
Male,13500,Pontiac,Grand Am,Auto,Pale White,12000,SUV,Middletown
Female,965000,Buick,LeSabre,Manual,Black,20000,Sedan,Aurora
Male,881000,Dodge,Ram Pickup,Manual,Pale White,16000,Hatchback,Austin
Male,850000,Lincoln,Town car,Auto,Pale White,18000,Hatchback,Austin
Male,580000,Ford,Taurus,Manual,Black,69000,SUV,Scottsdale
Male,603000,Chevrolet,Cavalier,Manual,Pale White,20000,SUV,Austin
Male,890500,Plymouth,Breeze,Auto,Pale White,22500,Hatchback,Aurora
Male,13500,Chevrolet,Cavalier,Manual,Pale White,14000,SUV,Greenville
Male,978000,Oldsmobile,Silhouette,Manual,Pale White,34000,Sedan,Greenville
Female,13500,Ford,Explorer,Auto,Pale White,41000,Hatchback,Pasco
Male,720000,Ford,Windstar,Manual,Pale White,17000,Sedan,Janesville
Female,474000,Pontiac,Grand Am,Auto,Pale White,19000,SUV,Scottsdale
Female,490000,Chrysler,Sebring Coupe,Auto,Pale White,46000,Sedan,Austin
Male,2380000,Saab,5-Sep,Manual,Pale White,28000,Hatchback,Greenville
Male,1035000,Acura,RL,Manual,Black,18500,SUV,Pasco
Male,975000,Chrysler,LHS,Auto,Pale White,21000,Hatchback,Janesville
Male,13500,BMW,323i,Auto,Pale White,19000,Hatchback,Scottsdale
Male,556000,Dodge,Stratus,Auto,Pale White,31000,Hatchback,Austin
Female,900000,Mitsubishi,Diamante,Auto,Black,18000,Hatchback,Middletown
Male,1300000,Pontiac,Grand Prix,Auto,Pale White,19000,Passenger,Aurora
Male,1250000,Pontiac,Grand Prix,Auto,Pale White,19000,Passenger,Greenville
Male,13500,Mercedes-B,M-Class,Manual,Pale White,25000,Hatchback,Pasco
Male,760000,Chevrolet,Prizm,Manual,Pale White,22000,Hatchback,Janesville
Male,1220000,Acura,TL,Auto,Black,28000,Hatchback,Janesville
Male,1238000,Mercury,Grand Marquis,Manual,Pale White,16800,SUV,Scottsdale
Male,13500,Chrysler,Concorde,Auto,Pale White,42000,Hardtop,Pasco
Male,1480000,Dodge,Intrepid,Manual,Black,11000,Sedan,Middletown
Male,13500,Nissan,Maxima,Manual,Pale White,22000,Sedan,Aurora
Female,1310000,Ford,Taurus,Manual,Black,43000,SUV,Pasco
Female,458000,Ford,Focus,Manual,Pale White,17000,Hatchback,Janesville
Male,1442000,Honda,CR-V,Auto,Pale White,22200,SUV,Scottsdale
Female,2200000,Chevrolet,Prizm,Manual,Black,16000,Hatchback,Austin
Male,13500,Volkswagen,Passat,Manual,Pale White,27000,Hatchback,Middletown
Female,405000,Saturn,LS,Auto,Pale White,45000,Sedan,Middletown
Female,715000,Mitsubishi,3000GT,Manual,Pale White,20001,Sedan,Aurora
Male,875000,Lexus,LS400,Auto,Pale White,27000,Sedan,Middletown
Male,670000,Acura,RL,Manual,Pale White,17000,SUV,Aurora
Female,690000,Lincoln,Town car,Manual,Pale White,33000,Hatchback,Scottsdale
Male,1600000,Buick,Park Avenue,Manual,Black,29000,Hatchback,Austin
Male,13500,Dodge,Avenger,Auto,Pale White,22000,Passenger,Greenville
Male,1340000,Chevrolet,Corvette,Manual,Pale White,22000,SUV,Pasco
Female,750000,Dodge,Viper,Manual,Black,26000,SUV,Aurora
Male,13500,Audi,A4,Manual,Pale White,12000,Hatchback,Greenville
Female,671500,Toyota,Sienna,Manual,Pale White,39501,Passenger,Greenville
Male,765000,Lincoln,Navigator,Auto,Black,19001,Sedan,Pasco
Male,900000,Nissan,Pathfinder,Auto,Pale White,21001,SUV,Janesville
Female,820000,Mercury,Villager,Manual,Pale White,16000,Passenger,Scottsdale
Female,650000,Chrysler,Concorde,Auto,Black,12000,SUV,Austin
Female,552000,Chrysler,Sebring Conv.,Auto,Black,16000,SUV,Janesville
Male,1275000,Hyundai,Sonata,Manual,Black,20500,SUV,Scottsdale
Female,715000,Honda,Accord,Manual,Pale White,14000,Sedan,Greenville
Female,670100,Toyota,Celica,Manual,Pale White,14100,SUV,Pasco
Male,575000,Mitsubishi,Montero Sport,Manual,Pale White,12001,Hardtop,Greenville
Male,575000,Mitsubishi,3000GT,Auto,Pale White,19000,Sedan,Scottsdale
Female,1703000,Acura,RL,Manual,Pale White,34300,SUV,Austin
Male,840000,Toyota,Tacoma,Manual,Black,36000,Hardtop,Pasco
Male,13500,Subaru,Forester,Manual,Pale White,26000,Hardtop,Middletown
Female,13500,Plymouth,Voyager,Auto,Pale White,22000,Passenger,Middletown
Male,13500,Ford,Explorer,Auto,Pale White,41000,Hatchback,Aurora
Male,1900000,Chevrolet,Metro,Auto,Black,31000,Passenger,Greenville
Male,13500,Mercury,Grand Marquis,Auto,Black,19000,SUV,Pasco
Female,1911000,Mitsubishi,Diamante,Manual,Pale White,25100,Hatchback,Janesville
Male,1922000,Lexus,GS300,Manual,Black,51200,Passenger,Scottsdale
Female,13500,BMW,323i,Auto,Pale White,19000,Hatchback,Austin
Male,13500,Porsche,Carrera Coupe,Manual,Pale White,26000,Hardtop,Janesville
Male,13500,Chevrolet,Malibu,Manual,Pale White,14000,Hardtop,Aurora
Male,670000,Dodge,Intrepid,Manual,Black,11000,Sedan,Austin
Female,2200000,Hyundai,Elantra,Manual,Pale White,26000,Sedan,Middletown
Male,13500,Mitsubishi,Diamante,Manual,Pale White,19000,Hatchback,Aurora
Male,2385000,Lexus,GS400,Auto,Pale White,31500,Hatchback,Greenville
Male,1935000,Porsche,Carrera Cabrio,Auto,Pale White,32500,Passenger,Pasco
Female,13500,Chrysler,Concorde,Auto,Pale White,46000,Hatchback,Pasco
Male,560000,Chrysler,LHS,Auto,Black,26000,Hatchback,Janesville
Male,340000,Volvo,C70,Manual,Pale White,82000,Hatchback,Scottsdale
Female,1101000,Toyota,Sienna,Manual,Pale White,19100,Passenger,Austin
Male,13500,Chrysler,LHS,Auto,Black,26000,Hatchback,Janesville
Male,870000,BMW,528i,Manual,Pale White,29000,SUV,Scottsdale
Male,13500,Cadillac,DeVille,Auto,Pale White,69000,SUV,Austin
Male,2850000,Oldsmobile,Aurora,Auto,Pale White,24000,Passenger,Middletown
Male,1850000,Chrysler,LHS,Auto,Pale White,16000,Hatchback,Aurora
Male,13500,Ford,Focus,Manual,Black,49000,SUV,Greenville
Male,840500,Subaru,Outback,Manual,Pale White,49500,SUV,Greenville
Male,876000,BMW,528i,Auto,Black,31000,SUV,Pasco
Male,1995000,Plymouth,Neon,Auto,Pale White,27500,SUV,Janesville
Female,1850000,Acura,TL,Manual,Black,21000,Hatchback,Middletown
Male,2000000,Pontiac,Firebird,Manual,Black,43000,Hatchback,Aurora
Male,700000,Audi,A6,Manual,Black,15000,SUV,Greenville
Male,13500,Dodge,Ram Van,Auto,Pale White,31000,Hatchback,Janesville
